"";"diputadoId";"nombre";"distrito";"bloqueId";"color";"bloque";"bloqueAbreviado";"periodo";"cluster"
"506";506;"MARTINEZ LLANO, José Rodolfo";"Corrientes";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"508";508;"MARTINEZ RAYMONDA, Rafael";"Cdad.Aut.Bs.As.";31;"#ffffff";"Demócrata Progresista";"Demócrata Progresista";2003;1
"509";509;"MARTINEZ, Alfredo";"Santa Cruz";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"510";510;"MARTINEZ, Carlos Alberto";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"512";512;"MARTINEZ, Julio César";"La Rioja";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"514";514;"MARTINEZ, Silvia Virginia";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"516";516;"MARTINI, Hugo";"Cdad.Aut.Bs.As.";123;"#ffffff";"Recrear";"Recrear";2003;2
"518";518;"MASTROGIACOMO, Miguel Angel";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"520";520;"MEDIZA, Heriberto Eloy";"La Pampa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"521";521;"MELILLO, Fernando Cesar";"Cdad.Aut.Bs.As.";52;"#ffffff";"Frente Grande";"Frente Grande";2003;3
"522";522;"MENDEZ de FERREYRA, Araceli Estela";"Corrientes";67;"#ffffff";"FREPASO";"FREPASO";2003;3
"525";525;"MENEM, Eduardo Adrián";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"528";528;"MERINO, Raul Guillermo";"Córdoba";103;"#ffffff";"Partido Nuevo Contra la Corrupción";"Partido Nuevo Contra la Corrupción";2003;2
"532";532;"MILESI, Marta Silvia";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"533";533;"MILLET, Juan Carlos";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"535";535;"MINGUEZ, Juan Jesús";"San Juan";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"536";536;"MIRABILE, José Arnaldo";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"538";538;"MOISES, Julio Carlos";"Jujuy";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"542";542;"MOLINARI ROMERO, Luis";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"544";544;"MONGELO, José Ricardo";"Chaco";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"545";545;"MONTEAGUDO, María Lucrecia";"Buenos Aires";99;"#ffffff";"Partido Intransigente";"Partido Intransigente";2003;4
"546";546;"MONTENEGRO, Olinda";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"548";548;"MONTI, Lucrecia Etelvina";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"549";549;"MONTOYA, Fernando Ramón";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"550";550;"MONTOYA, Jorge Luciano";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"551";551;"MORALES, Nélida Beatriz";"Buenos Aires";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"555";555;"MORAY, Hector Luis";"Corrientes";57;"#ffffff";"Frente Partido Nuevo";"Frente Partido Nuevo";2003;3
"556";556;"MOREAU, Leopolo Raúl";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"563";563;"MUKDISE, Miguel Roberto Daives";"Santiago del Estero";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"566";566;"MUSA, Laura Cristina";"Cdad.Aut.Bs.As.";1;"#2ca02c";"A.R.I";"ARI";2003;3
"569";569;"NARDUCCI, Alicia Isabel";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"570";570;"NATALE, Alberto Adolfo";"Santa Fe";31;"#ffffff";"Demócrata Progresista";"Demócrata Progresista";2003;4
"573";573;"NEGRI, Mario Raúl";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"574";574;"NEMIROVSCI, Osvaldo Mario";"Rio Negro";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"575";575;"NERI, Aldo";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"576";576;"NIETO BRIZUELA, Benjamín Ricardo";"La Rioja";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"577";577;"NIEVA, Alejandro Mario";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"578";578;"OBEID, Jorge Alberto";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"580";580;"OCAÑA, Maria Graciela";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;1
"582";582;"OLIVERO, Juan Carlos";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"584";584;"OLMOS, Graciela Hortencia";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"590";590;"OSORIO, Marta Lucía";"La Pampa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"591";591;"OSTROPOLSKY, Aldo Hector";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"592";592;"OSUNA, Blanca Inés";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"593";593;"OVIEDO, Alejandra Beatriz";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"595";595;"PALOMO, Nelida Manuela";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"596";596;"PALOU, Marta";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"597";597;"PAMPURO, José Juan";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"599";599;"PANZONI, Patricia Ester";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"602";602;"PARENTELLA, Irma Fidela";"Cdad.Aut.Bs.As.";52;"#ffffff";"Frente Grande";"Frente Grande";2003;3
"605";605;"PASCUAL, Jorge Raul";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"609";609;"PATTERSON, Ricardo Ancell";"Santa Cruz";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"611";611;"PELAEZ, Victor";"Neuquén";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"612";612;"PEPE, Lorenzo Antonio";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"615";615;"PEREZ MARTINEZ, Claudio Héctor";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"616";616;"PEREZ SUAREZ, Inés";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"617";617;"PEREZ, Alberto Cesar";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2003;2
"620";620;"PEREZ, José Adrián";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;2
"621";621;"PEREZ, Mirta";"Buenos Aires";13;"#ffffff";"Buenos Aires";"Buenos Aires";2003;2
"622";622;"PERIE, Hugo Rubén";"Corrientes";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"624";624;"PERNASETTI, Horacio Francisco";"Catamarca";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"627";627;"PESO, Stella Marys";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"629";629;"PICAZO, Sarah Ana";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"630";630;"PICCININI, Alberto José";"Santa Fe";1;"#2ca02c";"A.R.I";"ARI";2003;1
"633";633;"PILATI, Norma Raquel";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"635";635;"PINEDO, Federico";"Cdad.Aut.Bs.As.";18;"#ffffff";"Compromiso para el Cambio";"Compromiso para el Cambio";2003;2
"636";636;"PINTO BRUCHMANN, Juan Domingo";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"640";640;"POGGI, Claudio Javier";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;2
"641";641;"POLINO, Hector Teodoro";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2003;3
"644";644;"POSSE, Melchor Angel";"Buenos Aires";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"647";647;"PRUYAS, Tomás Rubén";"Corrientes";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"650";650;"PUIG de STUBRIN, Lilia";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"652";652;"QUINTELA, Ricardo Clemente";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"655";655;"QUIROZ, Elsa Siria";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;1
"656";656;"RAIMUNDI, Carlos Alberto";"Buenos Aires";52;"#ffffff";"Frente Grande";"Frente Grande";2003;4
"657";657;"RAPETTI, Ricardo Francisco";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"659";659;"RATTIN, Antonio Ubaldo";"Buenos Aires";142;"#ffffff";"Unidad Federalista";"Unidad Federalista";2003;4
"666";666;"RIAL, Osvaldo Hugo";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"667";667;"RICHTER, Ana";"Córdoba";103;"#ffffff";"Partido Nuevo Contra la Corrupción";"Partido Nuevo Contra la Corrupción";2003;2
"668";668;"RICO, María del Carmen Cecilia";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"672";672;"RIOS, María Fabiana";"Tierra del Fuego";1;"#2ca02c";"A.R.I";"ARI";2003;2
"675";675;"RITONDO, Cristian";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"678";678;"RIVAS, Jorge";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2003;1
"679";679;"RIVAS, Olijela del Valle";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"682";682;"RODIL, Rodolfo";"Buenos Aires";37;"#ffffff";"Encuentro Popular";"Encuentro Popular";2003;1
"683";683;"RODRIGUEZ GONZALEZ, Oliva";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"684";684;"RODRIGUEZ SAA, Adolfo";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;2
"686";686;"RODRIGUEZ, Jesus";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"687";687;"RODRIGUEZ, Marcela Virginia";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;3
"688";688;"RODRIGUEZ, Oscar Ernesto R.";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"690";690;"ROGGERO, Humberto Jesus";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"693";693;"ROMA, Rafael Edgardo";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;4
"695";695;"ROMERO, Gabriel";"Neuquén";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"696";696;"ROMERO, Héctor Ramón";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"698";698;"ROMERO, Rosario";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"699";699;"ROQUEL, Rodolfo";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"701";701;"ROSELLI, José Alberto";"Cdad.Aut.Bs.As.";10;"#ffffff";"Bloque Unipersonal";"Bloque Unipersonal";2003;4
"706";706;"ROY, Irma";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"708";708;"RUBINI, Mirta Elsa";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"710";710;"RUCKAUF, Carlos Federico";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"713";713;"SAADE, Blanca Azucena";"Salta";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"714";714;"SAADI, Ramón Eduardo";"Catamarca";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"717";717;"SALIM, Fernando Omar";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"721";721;"SANCHEZ, Liliana Ester";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"725";725;"SANTILLI, Diego Cesar";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"728";728;"SAREDI, Roberto Miguel";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"729";729;"SARGHINI, Jorge Emilio";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"730";730;"SARTORI, Diego Horacio";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"732";732;"SAVRON, Hayde Teresa";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2003;3
"734";734;"SCHIARETTI, Juan";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"738";738;"SEBRIANO, Luis Alberto";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"740";740;"SEJAS, Lisandro Mauricio";"Buenos Aires";139;"#ffffff";"U. Ce. De.";"U. Ce. De.";2003;4
"741";741;"SELLARES, Francisco Nicolás";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"745";745;"SLUGA, Juan Carlos";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"746";746;"SNOPEK, Carlos Daniel";"Jujuy";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"747";747;"SODA, Maria Nilda";"Misiones";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"750";750;"SOLANAS, Julio Rodolfo Francisco";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"752";752;"SOLMOIRAGO, Raul Jorge";"Misiones";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"753";753;"SOSA, Carlos Alberto";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2003;2
"757";757;"STOLBIZER, Margarita Rosa";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"758";758;"STORANI, Federico Teobaldo";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"760";760;"STORERO, Hugo";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"762";762;"STUBRIN, Marcelo Juan Alberto";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"764";764;"TANONI, Enrique";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"765";765;"TATE, Alicia Ester";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"766";766;"TAZZIOLI, Atilio Pascual";"Córdoba";52;"#ffffff";"Frente Grande";"Frente Grande";2003;4
"770";770;"TINNIRELLO, Carlos Alberto";"Cdad.Aut.Bs.As.";5;"#ffffff";"Autodeterminación y Libertad";"Autodeterminación y Libertad";2003;2
"771";771;"TOLEDO, Hugo David";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"778";778;"TORRES, Francisco";"Tucumán";69;"#ffffff";"Fuerza Republicana";"Fuerza Republicana";2003;2
"779";779;"TORRONTEGUI, María Angélica";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;3
"780";780;"TREJO, Luis Alberto";"Tierra del Fuego";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"782";782;"TULIO, Rosa Ester";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"784";784;"UBALDINI, Saul Edolver";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"787";787;"URTUBEY, Juan Manuel";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"790";790;"VANOSSI, Jorge";"Cdad.Aut.Bs.As.";18;"#ffffff";"Compromiso para el Cambio";"Compromiso para el Cambio";2003;2
"792";792;"VARGAS AIGNASSE, Gerónimo";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"794";794;"VARIZAT, Daniel Alberto";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"796";796;"VAZQUEZ, Ricardo Hector";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"800";800;"VENICA, Pedro Antonio";"Formosa";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"806";806;"VILLALBA, Alfredo Horacio";"Buenos Aires";54;"#ffffff";"Frente para el Cambio";"Frente para el Cambio";2003;3
"808";808;"VILLAVERDE, Jorge Antonio";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"809";809;"VITALE, Domingo";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"810";810;"VITAR, Jose Alberto";"Tucumán";52;"#ffffff";"Frente Grande";"Frente Grande";2003;1
"811";811;"VIVO, Horacio";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"812";812;"WALSH, Patricia";"Cdad.Aut.Bs.As.";72;"#ffffff";"Izquierda Unida";"Izquierda Unida";2003;4
"815";815;"WILDER, Ricardo";"Tierra del Fuego";50;"#ffffff";"Frente de Unidad Provincial";"Frente de Unidad Provincial";2003;2
"822";822;"ZAMORA, Luis Fernando";"Cdad.Aut.Bs.As.";5;"#ffffff";"Autodeterminación y Libertad";"Autodeterminación y Libertad";2003;4
"828";828;"ZIMMERMANN, Víctor";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"829";829;"ZOTTOS, Miguel Andrés Costas";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2003;3
"830";830;"ZUCCARDI, Cristina";"Mendoza";67;"#ffffff";"FREPASO";"FREPASO";2003;3
"831";831;"ZUÑIGA, Ovidio Octavio";"Rio Negro";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"1";1;"#, Legislador a Designar";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"92";9;"ABALOS, Roberto";"Santiago del Estero";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"111";11;"ABDALA, Josefina";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"133";13;"ACCAVALLO, Julio César";"Rio Negro";36;"#ffffff";"Encuentro";"Encuentro";2004;2
"203";20;"AGUERO, Elda Susana";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"241";24;"ALARCON, María del Carmen";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"282";28;"ALCHOURON, Guillermo Eduardo";"Buenos Aires";3;"#ffffff";"Acción por la República";"Acción por la República";2004;2
"361";36;"ALONSO, Gumersindo Federico";"Córdoba";103;"#ffffff";"Partido Nuevo Contra la Corrupción";"Partido Nuevo Contra la Corrupción";2004;3
"421";42;"ALVAREZ, Juan José";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"431";43;"ALVAREZ, Roque Tobías";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"473";47;"AMSTUTZ, Guillermo";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"541";54;"ARGÜELLO, Jorge";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"594";59;"ARNOLD, Eduardo Ariel";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"623";62;"ARTOLA, Isabel Amanda";"Buenos Aires";60;"#ffffff";"Frente Popular Bonaerense";"Frente Popular Bonaerense";2004;2
"661";66;"ATANASOF, Alfredo Néstor";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"702";70;"BAIGORRI, Guillermo Francisco";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2004;4
"711";71;"BAIGORRIA, Miguel Angel";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"722";72;"BALADRON, Manuel Justo";"La Pampa";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"772";77;"BALTUZZI, Angel Enzo";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"791";79;"BARBAGELATA, María Elena";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2004;2
"861";86;"BASILE, Daniel Armando";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;4
"871";87;"BASTEIRO, Sergio Ariel";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2004;4
"891";89;"BASUALDO, Roberto";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"911";91;"BAYONZO, Liliana Amelia";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"931";93;"BECCANI, Alberto Juan";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"961";96;"BEJARANO, Mario Fernando";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2004;2
"1041";104;"BERTOLYOTTI, Delma Noemí";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1051";105;"BERTONE, Rosana Andrea";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1071";107;"BIANCHI SILVESTRE, Marcela";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1181";118;"BLANCO, Jesus Abel";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1201";120;"BONACORSI, Juan Carlos";"Buenos Aires";142;"#ffffff";"Unidad Federalista";"Unidad Federalista";2004;4
"1211";121;"BONASSO, Miguel";"Cdad.Aut.Bs.As.";21;"#ffffff";"Convergencia";"Convergencia";2004;2
"1231";123;"BORSANI, Luis Gustavo";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"1241";124;"BORTOLOZZI de BOGADO, Adriana Raquel";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"1251";125;"BOSCH de SARTORI, Irene Miriam";"Misiones";21;"#ffffff";"Convergencia";"Convergencia";2004;1
"1261";126;"BOSSA, Mauricio";"Córdoba";139;"#ffffff";"U. Ce. De.";"U. Ce. De.";2004;3
"1291";129;"BREARD, Noel Eugenio";"Corrientes";147;"#d62728";"Unión Cívica Radical";"UCR";2004;4
"1351";135;"BROWN, Carlos Ramón";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1451";145;"CACERES, Gladys Antonia";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1461";146;"CAFIERO, Mario Alejandro";"Buenos Aires";133;"#ffffff";"Soberania Popular";"Soberania Popular";2004;2
"1531";153;"CAMAÑO, Graciela";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1541";154;"CAMBARERI, Fortunato Rafael";"Chubut";147;"#d62728";"Unión Cívica Radical";"UCR";2004;4
"1581";158;"CANTEROS, Gustavo Jesús Adolfo";"Corrientes";64;"#ffffff";"Frente Proyecto Corrientes";"Frente Proyecto Corrientes";2004;2
"1591";159;"CANTINI, Guillermo Marcelo";"Cdad.Aut.Bs.As.";149;"#ffffff";"Unión por Argentina";"Unión por Argentina";2004;3
"1601";160;"CANTOS, José María";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1621";162;"CAPPELLERI, Pascual";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2004;4
"1631";163;"CARBONETTO, Daniel";"Buenos Aires";79;"#ffffff";"M.M.T.A.";"M.M.T.A.";2004;3
"1731";173;"CASANOVAS, Jorge Osvaldo";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;4
"1761";176;"CASERIO, Carlos Alberto";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"1771";177;"CASSESE, Marina";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1811";181;"CASTRO, Alicia Amalia";"Buenos Aires";54;"#ffffff";"Frente para el Cambio";"Frente para el Cambio";2004;2
"1861";186;"CECCO, Carlos Jaime";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2004;2
"1891";189;"CEREZO, Octavio Néstor";"Catamarca";74;"#1f77b4";"Justicialista";"Justicialista";2004;3
"1911";191;"CETTOUR, Hugo Ramón";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1921";192;"CHAYA, María Lelia";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2004;4
"1941";194;"CHIACCHIO, Nora Alicia";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"1971";197;"CHIRONI, Fernando Gustavo";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2004;4
"2001";200;"CIGOGNA, Luis Francisco Jorge";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
"2011";201;"CISTERNA, Victor Hugo";"Chubut";74;"#1f77b4";"Justicialista";"Justicialista";2004;1
